Customer.Code,Customer.Name,Tier,Potential,Adoption,Planned.Interaction,Actual.Interaction,DiffInteraction,Total,Potential_norm,Adoption_norm,DiffInteraction_norm,Tier_norm,Total_norm,Province,ZipCode
858629,Apothek_858629,3,L,C,1,4,3,12484,0,0,0.857142857,0,0.024325624,Flandre occidentale,8800
535834,Apothek_535834,3,H,B,1,0,-1,NA,1,0.5,0.285714286,0,NA,Flandre occidentale,8770
428067,Apothek_428067,3,M,C,1,2,1,NA,0.5,0,0.571428571,0,NA,Flandre occidentale,8200
343641,Apothek_343641,3,L,B,1,1,0,9840,0,0.5,0.428571429,0,0.019155867,Flandre occidentale,8400
215828,Apothek_215828,3,M,B,1,3,2,31934,0.5,0.5,0.714285714,0,0.062355798,Flandre occidentale,8450
478722,Apothek_478722,3,M,B,1,1,0,11119,0.5,0.5,0.428571429,0,0.021656669,Flandre occidentale,8400
989445,Apothek_989445,3,M,C,1,3,2,31638,0.5,0,0.714285714,0,0.061777036,Flandre occidentale,8970
513858,Apothek_513858,3,L,B,1,1,0,22950,0,0.5,0.428571429,0,0.044789573,Flandre occidentale,8900
588634,Apothek_588634,3,L,B,1,5,4,12748,0,0.5,1,0,0.024841818,Flandre occidentale,8791
704715,Apothek_704715,3,M,C,1,1,0,NA,0.5,0,0.428571429,0,NA,Flandre occidentale,8540
890223,Apothek_890223,3,M,C,1,0,-1,NA,0.5,0,0.285714286,0,NA,Flandre occidentale,8370
887021,Apothek_887021,3,L,C,1,4,3,NA,0,0,0.857142857,0,NA,Flandre occidentale,8000
784009,Apothek_784009,3,H,A,1,0,-1,NA,1,1,0.285714286,0,NA,Flandre occidentale,8620
592155,Apothek_592155,3,M,B,1,0,-1,10018,0.5,0.5,0.285714286,0,0.019503907,Flandre occidentale,8000
915835,Apothek_915835,3,L,C,1,1,0,NA,0,0,0.428571429,0,NA,Flandre occidentale,8370
794016,Apothek_794016,2,M,C,2,4,2,26418,0.5,0,0.714285714,0.5,0.05157048,Flandre occidentale,8800
814977,Apothek_814977,2,M,C,2,2,0,NA,0.5,0,0.428571429,0.5,NA,Flandre occidentale,8940
844812,Apothek_844812,3,M,C,1,3,2,44532,0.5,0,0.714285714,0,0.086988401,Flandre occidentale,8370
759275,Apothek_759275,3,M,C,1,4,3,35845,0.5,0,0.857142857,0,0.070002894,Flandre occidentale,8904
707274,Apothek_707274,3,M,C,1,1,0,NA,0.5,0,0.428571429,0,NA,Flandre occidentale,8930
208446,Apothek_208446,1,M,A,3,3,0,67181,0.5,1,0.428571429,1,0.131273512,Flandre occidentale,8000
796762,Apothek_796762,3,L,B,1,4,3,50055,0,0.5,0.857142857,0,0.097787406,Flandre occidentale,8310
370914,Apothek_370914,3,L,B,1,4,3,120593,0,0.5,0.857142857,0,0.235708867,Flandre occidentale,8500
462294,Apothek_462294,3,M,C,1,0,-1,NA,0.5,0,0.285714286,0,NA,Flandre occidentale,8880
721735,Apothek_721735,1,M,B,3,5,2,70928,0.5,0.5,0.714285714,1,0.138599942,Flandre occidentale,8400
274150,Apothek_274150,2,H,C,2,2,0,NA,1,0,0.428571429,0.5,NA,Flandre occidentale,8400
217786,Apothek_217786,2,H,C,2,0,-2,95383,1,0,0.142857143,0.5,0.186416287,Flandre occidentale,8000
343941,Apothek_343941,3,L,C,1,0,-1,16450,0,0,0.285714286,0,0.03208026,Flandre occidentale,8940
792329,Apothek_792329,3,L,B,1,3,2,2279,0,0.5,0.714285714,0,0.004372004,Flandre occidentale,8200
345630,Apothek_345630,3,L,B,1,3,2,NA,0,0.5,0.714285714,0,NA,Flandre occidentale,8790
491461,Apothek_491461,3,M,C,1,1,0,NA,0.5,0,0.428571429,0,NA,Flandre occidentale,8500
736275,Apothek_736275,1,M,B,3,0,-3,37053,0.5,0.5,0,1,0.072364871,Flandre occidentale,8400
704892,Apothek_704892,2,M,B,2,4,2,NA,0.5,0.5,0.714285714,0.5,NA,Flandre occidentale,8620
775575,Apothek_775575,3,L,B,1,4,3,NA,0,0.5,0.857142857,0,NA,Flandre occidentale,8300
221709,Apothek_221709,3,L,B,1,1,0,33278,0,0.5,0.428571429,0,0.064983693,Flandre occidentale,8630
856900,Apothek_856900,3,M,B,1,4,3,52124,0.5,0.5,0.857142857,0,0.101832878,Flandre occidentale,8310
614559,Apothek_614559,3,M,C,1,4,3,29203,0.5,0,0.857142857,0,0.057015932,Flandre occidentale,8850
996793,Apothek_996793,3,M,B,1,0,-1,28105,0.5,0.5,0.285714286,0,0.054869035,Flandre occidentale,8450
416849,Apothek_416849,3,M,C,1,4,3,NA,0.5,0,0.857142857,0,NA,Flandre occidentale,8500
850064,Apothek_850064,2,M,C,2,0,-2,15612,0.5,0,0.142857143,0.5,0.030441737,Flandre occidentale,8793
236733,Apothek_236733,3,M,C,1,1,0,91082,0.5,0,0.428571429,0,0.178006632,Flandre occidentale,8470
560211,Apothek_560211,3,L,B,1,5,4,NA,0,0.5,1,0,NA,Flandre occidentale,8581
142401,Apothek_142401,3,L,B,1,1,0,NA,0,0.5,0.428571429,0,NA,Flandre occidentale,8560
516477,Apothek_516477,2,M,B,2,3,1,60180,0.5,0.5,0.571428571,0.5,0.117584605,Flandre occidentale,8792
427984,Apothek_427984,3,M,C,1,1,0,150734,0.5,0,0.428571429,0,0.294642927,Flandre occidentale,8501
639283,Apothek_639283,1,H,B,3,1,-2,37902,1,0.5,0.142857143,1,0.074024902,Flandre occidentale,8700
862019,Apothek_862019,2,M,B,2,5,3,46505,0.5,0.5,0.857142857,0.5,0.090846166,Flandre occidentale,8820
639446,Apothek_639446,2,M,B,2,0,-2,NA,0.5,0.5,0.142857143,0.5,NA,Flandre occidentale,8902
137940,Apothek_137940,3,M,B,1,1,0,NA,0.5,0.5,0.428571429,0,NA,Flandre occidentale,8870
607786,Apothek_607786,1,M,A,3,5,2,17295,0.5,1,0.714285714,1,0.033732471,Flandre occidentale,8310
818759,Apothek_818759,2,H,C,2,4,2,15910,1,0,0.714285714,0.5,0.03102441,Flandre occidentale,8800
754629,Apothek_754629,3,M,C,1,0,-1,41337,0.5,0,0.285714286,0,0.080741285,Flandre occidentale,8780
954413,Apothek_954413,2,M,C,2,4,2,72436,0.5,0,0.714285714,0.5,0.141548503,Flandre occidentale,8630
753355,Apothek_753355,2,M,C,2,5,3,13931,0.5,0,0.857142857,0.5,0.027154913,Flandre occidentale,8310
412723,Apothek_412723,1,H,C,3,2,-1,12641,1,0,0.285714286,1,0.024632603,Flandre occidentale,8850
406234,Apothek_406234,1,H,C,3,4,1,818,1,0,0.571428571,1,0.001515341,Flandre occidentale,8587
216161,Apothek_216161,3,M,C,1,1,0,40943,0.5,0,0.428571429,0,0.079970905,Flandre occidentale,8890
316017,Apothek_316017,2,M,C,2,4,2,13951,0.5,0,0.714285714,0.5,0.027194018,Flandre occidentale,8560
660539,Apothek_660539,1,H,C,3,3,0,23847,1,0,0.428571429,1,0.046543458,Flandre occidentale,8790
528895,Apothek_528895,2,M,C,2,2,0,30098,0.5,0,0.428571429,0.5,0.058765906,Flandre occidentale,8000
459590,Apothek_459590,1,H,B,3,1,-2,104683,1,0.5,0.142857143,1,0.20460038,Flandre occidentale,8460
975218,Apothek_975218,2,M,B,2,1,-1,67120,0.5,0.5,0.285714286,0.5,0.13115424,Flandre occidentale,8760
197432,Apothek_197432,3,L,B,1,2,1,69851,0,0.5,0.571428571,0,0.136494107,Flandre occidentale,8900
390979,Apothek_390979,3,M,C,1,5,4,37008,0.5,0,1,0,0.072276883,Flandre occidentale,8490
775405,Apothek_775405,3,M,C,1,2,1,NA,0.5,0,0.571428571,0,NA,Flandre occidentale,8560
738047,Apothek_738047,3,M,B,1,3,2,11551,0.5,0.5,0.714285714,0,0.022501349,Flandre occidentale,8870
944976,Apothek_944976,1,H,C,3,0,-3,52025,1,0,0,1,0.101639306,Flandre occidentale,8680
132855,Apothek_132855,1,M,A,3,1,-2,8619,0.5,1,0.142857143,1,0.016768472,Flandre occidentale,8370
313081,Apothek_313081,3,M,C,1,2,1,34091,0.5,0,0.571428571,0,0.066573335,Flandre occidentale,8510
107949,Apothek_107949,3,L,B,1,3,2,48499,0,0.5,0.714285714,0,0.094744993,Flandre occidentale,8600
478459,Apothek_478459,1,H,C,3,0,-3,11937,1,0,0,1,0.023256087,Flandre occidentale,8510
851250,Apothek_851250,3,L,C,1,2,1,15839,0,0,0.571428571,0,0.030885585,Flandre occidentale,8755
122122,Apothek_122122,2,M,C,2,3,1,26434,0.5,0,0.571428571,0.5,0.051601764,Flandre occidentale,8370
196628,Apothek_196628,3,M,C,1,3,2,98029,0.5,0,0.714285714,0,0.191589955,Flandre occidentale,8552
738563,Apothek_738563,3,M,C,1,5,4,123046,0.5,0,1,0,0.240505166,Flandre occidentale,8551
172402,Apothek_172402,3,M,B,1,3,2,NA,0.5,0.5,0.714285714,0,NA,Flandre occidentale,8490
258039,Apothek_258039,3,L,B,1,0,-1,32794,0,0.5,0.285714286,0,0.064037338,Flandre occidentale,8800
339780,Apothek_339780,3,M,C,1,1,0,76326,0.5,0,0.428571429,0,0.149154537,Flandre occidentale,8830
985772,Apothek_985772,3,M,B,1,5,4,38240,0.5,0.5,1,0,0.074685787,Flandre occidentale,8860
799016,Apothek_799016,2,M,B,2,3,1,158628,0.5,0.5,0.571428571,0.5,0.310077898,Flandre occidentale,8880
638515,Apothek_638515,3,M,B,1,1,0,NA,0.5,0.5,0.428571429,0,NA,Flandre occidentale,8700
712522,Apothek_712522,1,H,B,3,1,-2,15907,1,0.5,0.142857143,1,0.031018544,Flandre occidentale,8570
387706,Apothek_387706,2,M,C,2,0,-2,3426,0.5,0,0.142857143,0.5,0.006614708,Flandre occidentale,8760
579342,Apothek_579342,3,M,C,1,5,4,45890,0.5,0,1,0,0.08964367,Flandre occidentale,8790
535960,Apothek_535960,2,H,B,2,3,1,92457,1,0.5,0.571428571,0.5,0.180695141,Flandre occidentale,8800
155102,Apothek_155102,2,M,B,2,0,-2,52901,0.5,0.5,0.142857143,0.5,0.10335213,Flandre occidentale,8720
575525,Apothek_575525,1,H,B,3,3,0,94765,1,0.5,0.428571429,1,0.185207924,Flandre occidentale,8740
965311,Apothek_965311,2,M,B,2,1,-1,21932,0.5,0.5,0.285714286,0.5,0.042799099,Flandre occidentale,8970
395793,Apothek_395793,3,M,A,1,5,4,19430,0.5,1,1,0,0.037906991,Flandre occidentale,8300
574829,Apothek_574829,1,M,B,3,5,2,25920,0.5,0.5,0.714285714,1,0.050596751,Flandre occidentale,8630
276905,Apothek_276905,1,H,C,3,4,1,61275,1,0,0.571428571,1,0.119725635,Flandre occidentale,8750
553802,Apothek_553802,3,M,C,1,4,3,5329,0.5,0,0.857142857,0,0.010335604,Flandre occidentale,8530
553385,Apothek_553385,2,M,C,2,2,0,119352,0.5,0,0.428571429,0.5,0.233282366,Flandre occidentale,8500
125073,Apothek_125073,3,L,A,1,0,-1,NA,0,1,0.285714286,0,NA,Flandre occidentale,8300
839105,Apothek_839105,3,M,C,1,5,4,35462,0.5,0,1,0,0.069254022,Flandre occidentale,8470
612077,Apothek_612077,1,M,A,3,2,-1,54876,0.5,1,0.285714286,1,0.107213806,Flandre occidentale,8020
804594,Apothek_804594,3,M,C,1,0,-1,7772,0.5,0,0.285714286,0,0.01511235,Flandre occidentale,8020
950547,Apothek_950547,3,L,C,1,2,1,118571,0,0,0.571428571,0,0.231755293,Flandre occidentale,8000
815063,Apothek_815063,3,L,B,1,2,1,NA,0,0.5,0.571428571,0,NA,Flandre occidentale,8420
574836,Apothek_574836,3,L,C,1,4,3,1132,0,0,0.857142857,0,0.002129299,Flandre occidentale,8790
345224,Apothek_345224,3,L,B,1,0,-1,6793,0,0.5,0.285714286,0,0.013198132,Flandre occidentale,8501
550319,Apothek_550319,3,M,C,1,4,3,NA,0.5,0,0.857142857,0,NA,Flandre occidentale,8560
375036,Apothek_375036,3,L,C,1,1,0,11628,0,0,0.428571429,0,0.022651906,Flandre occidentale,8700
511471,Apothek_511471,1,H,C,3,3,0,3276,1,0,0.428571429,1,0.006321417,Flandre occidentale,8610
717602,Apothek_717602,3,H,C,1,1,0,NA,1,0,0.428571429,0,NA,Flandre occidentale,8780
807687,Apothek_807687,2,M,B,2,3,1,NA,0.5,0.5,0.571428571,0.5,NA,Flandre occidentale,8540
522653,Apothek_522653,3,L,B,1,3,2,17747,0,0.5,0.714285714,0,0.034616257,Flandre occidentale,8660
179005,Apothek_179005,2,M,C,2,4,2,NA,0.5,0,0.714285714,0.5,NA,Flandre occidentale,8420
882494,Apothek_882494,3,M,B,1,4,3,NA,0.5,0.5,0.857142857,0,NA,Flandre occidentale,8200
336471,Apothek_336471,3,M,C,1,1,0,NA,0.5,0,0.428571429,0,NA,Flandre occidentale,8400
353225,Apothek_353225,3,M,C,1,2,1,NA,0.5,0,0.571428571,0,NA,Flandre occidentale,8400
188222,Apothek_188222,1,H,C,3,3,0,133672,1,0,0.428571429,1,0.261281959,Flandre occidentale,8930
213970,Apothek_213970,3,L,B,1,1,0,87445,0,0.5,0.428571429,0,0.170895283,Flandre occidentale,8460
629381,Apothek_629381,3,M,B,1,3,2,NA,0.5,0.5,0.714285714,0,NA,Flandre occidentale,8530
732416,Apothek_732416,3,M,A,1,2,1,NA,0.5,1,0.571428571,0,NA,Flandre occidentale,8900
710200,Apothek_710200,3,M,C,1,4,3,NA,0.5,0,0.857142857,0,NA,Flandre occidentale,8500
739923,Apothek_739923,3,L,C,1,4,3,NA,0,0,0.857142857,0,NA,Flandre occidentale,8800
195683,Apothek_195683,3,M,B,1,4,3,NA,0.5,0.5,0.857142857,0,NA,Flandre occidentale,8310
309515,Apothek_309515,3,L,B,1,0,-1,19322,0,0.5,0.285714286,0,0.037695821,Flandre occidentale,8310
723441,Apothek_723441,3,M,C,1,4,3,NA,0.5,0,0.857142857,0,NA,Flandre occidentale,8501
146126,Apothek_146126,3,L,B,1,4,3,NA,0,0.5,0.857142857,0,NA,Flandre occidentale,8970
141268,Apothek_141268,2,M,B,2,4,2,NA,0.5,0.5,0.714285714,0.5,NA,Flandre occidentale,8434
985192,Apothek_985192,2,H,C,2,5,3,19377,1,0,0.857142857,0.5,0.037803362,Flandre occidentale,8800
103355,Apothek_103355,2,M,C,2,5,3,NA,0.5,0,0.857142857,0.5,NA,Flandre orientale,9940
620913,Apothek_620913,3,L,C,1,5,4,47433,0,0,1,0,0.092660665,Flandre orientale,9680
854832,Apothek_854832,2,M,B,2,4,2,36190,0.5,0.5,0.714285714,0.5,0.070677465,Flandre orientale,9980
106074,Apothek_106074,3,L,B,1,0,-1,NA,0,0.5,0.285714286,0,NA,Flandre orientale,9660
910379,Apothek_910379,3,L,C,1,0,-1,5216,0,0,0.285714286,0,0.010114658,Flandre orientale,9990
377118,Apothek_377118,3,M,C,1,5,4,31857,0.5,0,1,0,0.062205242,Flandre orientale,9971
609839,Apothek_609839,3,M,C,1,1,0,NA,0.5,0,0.428571429,0,NA,Flandre orientale,9880
527696,Apothek_527696,3,M,B,1,1,0,6105,0.5,0.5,0.428571429,0,0.0118529,Flandre orientale,9700
681745,Apothek_681745,3,M,C,1,5,4,NA,0.5,0,1,0,NA,Flandre orientale,9700
268196,Apothek_268196,2,M,C,2,0,-2,18696,0.5,0,0.142857143,0.5,0.036471817,Flandre orientale,9940
474873,Apothek_474873,3,M,A,1,5,4,21820,0.5,1,1,0,0.042580108,Flandre orientale,9850
967725,Apothek_967725,2,H,C,2,0,-2,NA,1,0,0.142857143,0.5,NA,Flandre orientale,9032
504151,Apothek_504151,3,M,A,1,2,1,NA,0.5,1,0.571428571,0,NA,Flandre orientale,9770
273052,Apothek_273052,3,L,C,1,2,1,74374,0,0,0.571428571,0,0.145337833,Flandre orientale,9940
631531,Apothek_631531,3,L,B,1,2,1,29075,0,0.5,0.571428571,0,0.056765656,Flandre orientale,9900
298334,Apothek_298334,3,M,B,1,0,-1,NA,0.5,0.5,0.285714286,0,NA,Flandre orientale,9690
638908,Apothek_638908,3,M,C,1,5,4,11518,0.5,0,1,0,0.022436825,Flandre orientale,9032
721440,Apothek_721440,1,M,B,3,0,-3,48249,0.5,0.5,0,1,0.094256173,Flandre orientale,9790
829078,Apothek_829078,2,M,C,2,3,1,NA,0.5,0,0.571428571,0.5,NA,Flandre orientale,9920
223809,Apothek_223809,2,H,B,2,0,-2,5288,1,0.5,0.142857143,0.5,0.010255438,Flandre orientale,9900
873862,Apothek_873862,2,M,B,2,5,3,1222,0.5,0.5,0.857142857,0.5,0.002305274,Flandre orientale,9910
913557,Apothek_913557,3,M,B,1,3,2,43646,0.5,0.5,0.714285714,0,0.085256024,Flandre orientale,9990
963048,Apothek_963048,3,L,B,1,1,0,37724,0,0.5,0.428571429,0,0.073676863,Flandre orientale,9570
446534,Apothek_446534,3,L,C,1,1,0,NA,0,0,0.428571429,0,NA,Flandre orientale,9700
223738,Apothek_223738,3,L,B,1,1,0,69583,0,0.5,0.428571429,0,0.135970092,Flandre orientale,9990
393438,Apothek_393438,2,M,B,2,3,1,7653,0.5,0.5,0.571428571,0.5,0.014879672,Flandre orientale,9968
318355,Apothek_318355,3,M,C,1,2,1,NA,0.5,0,0.571428571,0,NA,Flandre orientale,9910
295648,Apothek_295648,1,H,C,3,2,-1,13696,1,0,0.285714286,1,0.026695422,Flandre orientale,9880
407444,Apothek_407444,1,H,B,3,5,2,37680,1,0.5,0.714285714,1,0.073590831,Flandre orientale,9750
517767,Apothek_517767,1,H,B,3,5,2,91764,1,0.5,0.714285714,1,0.179340132,Flandre orientale,9990
878983,Apothek_878983,3,L,B,1,3,2,44263,0,0.5,0.714285714,0,0.086462431,Flandre orientale,9060
103547,Apothek_103547,2,M,C,2,2,0,NA,0.5,0,0.428571429,0.5,NA,Flandre orientale,9900
101922,Apothek_101922,3,L,C,1,2,1,NA,0,0,0.571428571,0,NA,Flandre orientale,9700
553545,Apothek_553545,3,L,C,1,1,0,NA,0,0,0.428571429,0,NA,Flandre orientale,9600
673753,Apothek_673753,3,M,B,1,1,0,56118,0.5,0.5,0.428571429,0,0.109642262,Flandre orientale,9600
609717,Apothek_609717,3,M,C,1,5,4,NA,0.5,0,1,0,NA,Flandre orientale,9770
354428,Apothek_354428,3,L,C,1,2,1,15872,0,0,0.571428571,0,0.030950109,Flandre orientale,9980
766991,Apothek_766991,2,M,B,2,3,1,3460,0.5,0.5,0.571428571,0.5,0.006681188,Flandre orientale,9950
992949,Apothek_992949,1,H,B,3,3,0,62416,1,0.5,0.428571429,1,0.121956608,Flandre orientale,9660
540156,Apothek_540156,3,M,B,1,2,1,NA,0.5,0.5,0.571428571,0,NA,Flandre orientale,9881
567672,Apothek_567672,3,M,B,1,3,2,24232,0.5,0.5,0.714285714,0,0.04729624,Flandre orientale,9971
344694,Apothek_344694,3,L,C,1,0,-1,8445,0,0,0.285714286,0,0.016428253,Flandre orientale,9900
100852,Apothek_100852,3,M,C,1,1,0,NA,0.5,0,0.428571429,0,NA,Flandre orientale,9660
265703,Apothek_265703,2,H,C,2,4,2,17366,1,0,0.714285714,0.5,0.033871296,Flandre orientale,9900
849440,Apothek_849440,3,M,C,1,0,-1,12418,0.5,0,0.285714286,0,0.024196576,Flandre orientale,9850
919031,Apothek_919031,3,M,C,1,2,1,8457,0.5,0,0.571428571,0,0.016451716,Flandre orientale,9700
516828,Apothek_516828,3,M,B,1,3,2,NA,0.5,0.5,0.714285714,0,NA,Flandre orientale,9940
107377,Apothek_107377,3,M,C,1,1,0,NA,0.5,0,0.428571429,0,NA,Flandre orientale,9681
538890,Apothek_538890,3,L,B,1,4,3,96720,0,0.5,0.857142857,0,0.189030495,Flandre orientale,9700
730646,Apothek_730646,3,M,C,1,3,2,NA,0.5,0,0.714285714,0,NA,Flandre orientale,9060
658846,Apothek_658846,2,M,C,2,2,0,38278,0.5,0,0.428571429,0.5,0.074760087,Flandre orientale,9960
848431,Apothek_848431,1,H,C,3,1,-2,27004,1,0,0.142857143,1,0.052716273,Flandre orientale,9600
267981,Apothek_267981,3,L,B,1,5,4,414,0,0.5,1,0,0.000725408,Flandre orientale,9600
714603,Apothek_714603,2,M,C,2,3,1,NA,0.5,0,0.571428571,0.5,NA,Flandre orientale,9930
336464,Apothek_336464,3,L,A,1,0,-1,NA,0,1,0.285714286,0,NA,Flandre orientale,9982
961211,Apothek_961211,3,M,C,1,1,0,25136,0.5,0,0.428571429,0,0.049063812,Flandre orientale,9940
780392,Apothek_780392,1,H,C,3,3,0,53834,1,0,0.428571429,1,0.105176405,Flandre orientale,9991
943608,Apothek_943608,3,M,C,1,2,1,NA,0.5,0,0.571428571,0,NA,Flandre orientale,9940
367253,Apothek_367253,1,H,C,3,5,2,100560,1,0,0.714285714,1,0.196538765,Flandre orientale,9600
180622,Apothek_180622,2,M,C,2,0,-2,24204,0.5,0,0.142857143,0.5,0.047241493,Flandre orientale,9970
886878,Apothek_886878,3,M,C,1,5,4,NA,0.5,0,1,0,NA,Flandre orientale,9032
768447,Apothek_768447,3,M,C,1,3,2,6199,0.5,0,0.714285714,0,0.012036697,Flandre orientale,9667
452915,Apothek_452915,3,M,C,1,0,-1,NA,0.5,0,0.285714286,0,NA,Flandre orientale,9930
648204,Apothek_648204,1,H,C,3,2,-1,NA,1,0,0.285714286,1,NA,Flandre orientale,9950
248906,Apothek_248906,3,M,C,1,2,1,NA,0.5,0,0.571428571,0,NA,Flandre orientale,9031
919777,Apothek_919777,3,M,C,1,0,-1,41942,0.5,0,0.285714286,0,0.081924229,Flandre orientale,9688
965601,Apothek_965601,3,L,C,1,4,3,NA,0,0,0.857142857,0,NA,Flandre orientale,9690
295253,Apothek_295253,3,L,C,1,5,4,NA,0,0,1,0,NA,Flandre orientale,9630
934317,Apothek_934317,3,M,C,1,3,2,NA,0.5,0,0.714285714,0,NA,Flandre orientale,9921
184711,Apothek_184711,3,M,C,1,1,0,43224,0.5,0,0.428571429,0,0.084430897,Flandre orientale,9031
876267,Apothek_876267,2,M,C,2,0,-2,NA,0.5,0,0.142857143,0.5,NA,Flandre orientale,9940
388690,Apothek_388690,2,H,B,2,3,1,136600,1,0.5,0.571428571,0.5,0.267007016,Flandre orientale,9630
627729,Apothek_627729,3,M,C,1,4,3,NA,0.5,0,0.857142857,0,NA,Flandre orientale,9060
358826,Apothek_358826,3,M,C,1,5,4,NA,0.5,0,1,0,NA,Flandre orientale,9900
959559,Apothek_959559,3,M,B,1,2,1,NA,0.5,0.5,0.571428571,0,NA,Flandre orientale,9060
959141,Apothek_959141,3,L,C,1,5,4,NA,0,0,1,0,NA,Flandre orientale,9031
241498,Apothek_241498,3,M,C,1,4,3,NA,0.5,0,0.857142857,0,NA,Flandre orientale,9032
759147,Apothek_759147,3,M,C,1,5,4,NA,0.5,0,1,0,NA,Flandre orientale,9880
332897,Apothek_332897,3,M,B,1,0,-1,22893,0.5,0.5,0.285714286,0,0.044678122,Flandre orientale,9950
774119,Apothek_774119,3,L,C,1,4,3,152515,0,0,0.857142857,0,0.298125279,Flandre orientale,9940
471103,Apothek_471103,2,M,B,2,1,-1,880,0.5,0.5,0.285714286,0.5,0.001636568,Flandre orientale,9880
373394,Apothek_373394,3,M,B,1,0,-1,NA,0.5,0.5,0.285714286,0,NA,Flandre orientale,9900
591469,Apothek_591469,3,M,C,1,4,3,NA,0.5,0,0.857142857,0,NA,Flandre orientale,9770
396476,Apothek_396476,3,M,C,1,2,1,NA,0.5,0,0.571428571,0,NA,Flandre orientale,9700
561750,Apothek_561750,3,M,A,1,4,3,NA,0.5,1,0.857142857,0,NA,Flandre orientale,9600
338616,Apothek_338616,3,M,B,1,3,2,27511,0.5,0.5,0.714285714,0,0.0537076,Flandre orientale,9968
301201,Apothek_301201,2,M,C,2,3,1,17744,0.5,0,0.571428571,0.5,0.034610391,Flandre orientale,9920
352880,Apothek_352880,3,M,B,1,2,1,123906,0.5,0.5,0.571428571,0,0.242186706,Flandre orientale,9990
144371,Apothek_144371,1,H,B,3,4,1,35755,1,0.5,0.571428571,1,0.069826919,Flandre orientale,9255
555316,Apothek_555316,2,M,C,2,2,0,NA,0.5,0,0.428571429,0.5,NA,Flandre orientale,9840
367797,Apothek_367797,1,H,B,3,4,1,126362,1,0.5,0.571428571,1,0.246988871,Flandre orientale,9400
726843,Apothek_726843,3,L,C,1,4,3,NA,0,0,0.857142857,0,NA,Flandre orientale,9300
605752,Apothek_605752,1,H,C,3,4,1,8618,1,0,0.571428571,1,0.016766516,Flandre orientale,9200
298242,Apothek_298242,2,M,C,2,5,3,NA,0.5,0,0.857142857,0.5,NA,Flandre orientale,9080
674295,Apothek_674295,2,H,B,2,2,0,18879,1,0.5,0.428571429,0.5,0.036829633,Flandre orientale,9820
443376,Apothek_443376,2,M,B,2,5,3,32339,0.5,0.5,0.857142857,0.5,0.063147686,Flandre orientale,9290
817772,Apothek_817772,1,H,C,3,3,0,24274,1,0,0.428571429,1,0.047378362,Flandre orientale,9120
368755,Apothek_368755,2,M,C,2,3,1,103219,0.5,0,0.571428571,0.5,0.201737852,Flandre orientale,9030
291895,Apothek_291895,1,H,B,3,4,1,85232,1,0.5,0.571428571,1,0.166568251,Flandre orientale,9500
344424,Apothek_344424,3,M,A,1,3,2,38394,0.5,1,0.714285714,0,0.0749869,Flandre orientale,9051
419846,Apothek_419846,1,H,C,3,3,0,NA,1,0,0.428571429,1,NA,Flandre orientale,9070
341451,Apothek_341451,2,M,C,2,4,2,15079,0.5,0,0.714285714,0.5,0.029399573,Flandre orientale,9080
274239,Apothek_274239,3,M,C,1,1,0,26125,0.5,0,0.428571429,0,0.050997583,Flandre orientale,9320
563654,Apothek_563654,3,L,C,1,3,2,NA,0,0,0.714285714,0,NA,Flandre orientale,9120
975907,Apothek_975907,3,M,C,1,0,-1,48577,0.5,0,0.285714286,0,0.094897504,Flandre orientale,9000
451541,Apothek_451541,2,M,B,2,0,-2,48616,0.5,0.5,0.142857143,0.5,0.09497376,Flandre orientale,9280
441323,Apothek_441323,3,H,B,1,5,4,NA,1,0.5,1,0,NA,Flandre orientale,9404
278258,Apothek_278258,1,H,B,3,5,2,84211,1,0.5,0.714285714,1,0.164571911,Flandre orientale,9340
896480,Apothek_896480,1,M,B,3,1,-2,116130,0.5,0.5,0.142857143,1,0.226982457,Flandre orientale,9190
299233,Apothek_299233,3,M,C,1,0,-1,13515,0.5,0,0.285714286,0,0.026341517,Flandre orientale,9420
817434,Apothek_817434,2,M,C,2,5,3,12768,0.5,0,0.857142857,0.5,0.024880924,Flandre orientale,9111
564120,Apothek_564120,2,M,C,2,2,0,16202,0.5,0,0.428571429,0.5,0.031595351,Flandre orientale,9160
868985,Apothek_868985,1,H,B,3,1,-2,19771,1,0.5,0.142857143,1,0.038573741,Flandre orientale,9310
923208,Apothek_923208,1,H,C,3,2,-1,38478,1,0,0.285714286,1,0.075151143,Flandre orientale,9070
416843,Apothek_416843,3,M,C,1,4,3,81205,0.5,0,0.857142857,0,0.158694343,Flandre orientale,9470
869326,Apothek_869326,2,M,B,2,3,1,62085,0.5,0.5,0.571428571,0.5,0.121309411,Flandre orientale,9120
141442,Apothek_141442,2,M,B,2,3,1,13085,0.5,0.5,0.571428571,0.5,0.025500747,Flandre orientale,9320
392456,Apothek_392456,1,H,C,3,2,-1,20388,1,0,0.285714286,1,0.039780148,Flandre orientale,9160
425046,Apothek_425046,1,H,C,3,1,-2,NA,1,0,0.142857143,1,NA,Flandre orientale,9880
889684,Apothek_889684,3,M,C,1,3,2,26163,0.5,0,0.714285714,0,0.051071884,Flandre orientale,9402
424902,Apothek_424902,3,M,C,1,4,3,35401,0.5,0,0.857142857,0,0.06913475,Flandre orientale,9820
109133,Apothek_109133,2,M,C,2,4,2,33937,0.5,0,0.714285714,0.5,0.066272222,Flandre orientale,9240
